sold_on,price,address,bedrooms,bathrooms,parking space,land size,property type1property type2,agency,agent
17 Oct 2023,"$565,000","14 Walbrook Drive, Wyndham Vale",4,2,4,392,House,Ray White - Werribee,lex Krnjeta
16 Oct 2023,"$785,000","17 Heidelberg Street, Mambourin",4,2,4,448,House,Equity Wise Real Estate - WYNDHAM VALE,mit Yadav
13 Oct 2023,"$640,000","3 Wellsford Court, Eynesbury",4,2,2,N/A,House,The Eleet - Wyndham City,Kawal Singh
13 Oct 2023,"$580,000","5 Monbulk Way, Eynesbury",4,2,2,445,House,YPA Estate Agent Melton,Kate McGlo
13 Oct 2023,"$550,000","788 Eynesbury Road, Eynesbury",3,2,2,300,House,First National Melton - MELTON,Jade Carberry
12 Oct 2023,"$685,000","3 Anniversary Avenue, Wyndham Vale",4,2,2,646,House,Lifein Real Estate - Melbourne,Novika Novika
12 Oct 2023,"$530,000","9 Walbrook Drive, Wyndham Vale",4,2,2,350,House,P Di Natale Real Estate,Jodi Licastro
11 Oct 2023,"$715,000","14 Boucaut Street, Wyndham Vale",4,2,2,600,House,McGrath Estate Agents - WERRIBEE,Taney Jai
11 Oct 2023,"$660,000","23 Omar Street, Wyndham Vale",4,2,2,400,House,Pine Crest Real Estate - POINT COOK,Taran Arora
11 Oct 2023,"$625,000","4 Pleasant Place, Wyndham Vale",5,3,4,719,House,YPA Estate Agents Point Cook - POINT COOK,Justin To
10 Oct 2023,"$595,000","29 Merula Drive, Mambourin",3,2,2,357,House,Eview Real Estate - SOUTH MELBOURNE,Dave Samarges
09 Oct 2023,"$707,000","54 Boxer Drive, Wyndham Vale",4,2,2,N/A,House,Reliance Manor Lakes - WYNDHAM VALE,Milan Neota
09 Oct 2023,"$680,000","4 Amber Place, Wyndham Vale",4,2,4,524,House,Sterling Realty - POINT COOK,Scott Perry
09 Oct 2023,"$500,000","9 Stonecrop Way, Wyndham Vale",3,2,2,289,House,Dynamic Residential Group Pty Ltd,drew Wu
